age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
33,M,452,En Couple,3,false,894 LD 45
45,M,455,En Couple,3,false,9890 OC 18
47,M,448,Célibataire,0,false,343 ME 93
35,F,226,En Couple,0,false,2858 HN 76
58,M,436,Célibataire,0,false,8027 OI 54
19,F,599,En Couple,3,false,7412 JM 17
41,M,579,Célibataire,0,false,4870 CG 74
20,M,240,Célibataire,0,false,6273 YE 69
18,M,513,En Couple,1,false,5584 BU 31
60,M,573,En Couple,1,true,783 FE 83
29,F,784,En Couple,2,false,8891 OS 32
20,F,822,En Couple,2,true,5028 LQ 18
39,F,552,En Couple,0,false,9169 HF 11
28,M,555,En Couple,2,false,1312 LC 52
39,M,538,Célibataire,0,false,5544 OU 67
30,M,183,En Couple,4,false,1885 NH 88
52,M,190,En Couple,4,false,8351 PM 48
60,M,200,En Couple,1,true,832 HB 72
33,F,427,Célibataire,0,false,8704 IF 68
45,M,749,En Couple,0,false,8295 IN 40
80,F,1022,En Couple,0,false,574 AK 83
45,M,217,En Couple,0,false,2378 XU 93
43,M,557,Seule,1,false,3382 UC 79
52,F,402,En Couple,4,false,5451 OM 73
75,M,437,En Couple,4,true,2463 UY 91
79,M,482,En Couple,1,false,808 HI 55
38,M,998,En Couple,0,false,9291 LM 74
29,F,200,En Couple,3,true,2678 PX 42
30,F,475,En Couple,2,true,6886 ID 14
52,M,225,Seule,3,false,613 SL 63
31,M,192,Célibataire,0,false,9683 AK 37
63,F,561,Célibataire,0,false,1424 IK 37
25,M,545,En Couple,1,false,3364 CD 42
68,F,455,En Couple,0,true,4459 YG 19
52,M,247,En Couple,2,true,1152 MD 81
21,F,1342,En Couple,2,false,8293 HW 93
33,F,243,Célibataire,0,false,6732 VK 41
54,M,407,Célibataire,0,false,4918 SQ 62
47,F,1275,En Couple,4,false,3061 VB 59
59,M,475,Célibataire,0,false,7759 ZE 61
49,M,411,En Couple,2,false,7122 HL 13
57,M,1054,Célibataire,0,false,8398 SC 65
57,F,193,En Couple,2,false,340 JD 31
35,F,1150,Célibataire,0,false,1833 GV 14
27,M,783,En Couple,2,true,6902 ZI 30
55,M,471,Célibataire,0,false,7584 DV 35
45,M,555,En Couple,2,true,2015 ZQ 19
36,M,703,En Couple,0,false,1053 TP 51
29,M,448,Célibataire,0,false,444 LT 43
29,M,1335,Célibataire,0,false,9300 UX 76
27,M,1007,En Couple,2,false,1865 GV 82
31,M,1198,Célibataire,0,false,3861 NS 56
76,M,558,En Couple,1,false,6167 SB 34
36,M,916,En Couple,3,false,663 TJ 18
49,F,211,En Couple,2,false,7268 MV 43
27,F,510,En Couple,4,false,4349 RK 23
51,M,566,En Couple,0,false,1944 ID 23
77,M,220,Célibataire,0,false,3074 VT 50
23,F,884,En Couple,0,false,1764 JZ 10
23,F,454,En Couple,1,false,2654 ZO 12
54,Masculin,199,En Couple,3,false,1522 VO 56
20,F,406,En Couple,1,false,9680 LQ 42
28,M,996,En Couple,4,false,5434 ZW 43
48,F,502,Célibataire,0,false,9699 OW 22
56,M,525,Célibataire,0,false,4152 ZH 40
25,M,874,En Couple,0,false,1339 UJ 11
38,F,168,En Couple,0,true,1528 NL 83
34,F,554,Célibataire,0,false,3575 TI 93
34,M,449,En Couple,2,false,7597 EY 53
75,F,200,En Couple,1,false,8398 EG 77
20,F,1018,Célibataire,0,false,547 MN 44
19,M,494,Célibataire,0,false,7987 TU 58
33,M,589,En Couple,2,false,7730 GQ 88
18,M,760,En Couple,3,true,9875 TH 62
44,F,565,Célibataire,0,false,6731 KX 70
54,F,481,Célibataire,0,false,8516 HB 63
37,M,546,Célibataire,0,false,2122 JR 96
74,M,1254,En Couple,4,false,9046 DC 64
39,M,245,En Couple,2,false,4356 HO 38
28,M,1123,En Couple,4,true,4323 JA 79
70,Masculin,196,En Couple,3,true,9944 LU 87
41,M,543,En Couple,1,false,9791 JQ 93
56,M,820,En Couple,3,false,4368 OX 25
30,F,207,En Couple,0,false,1818 TX 62
82,M,202,En Couple,2,false,110 HN 94
29,M,912,Célibataire,0,false,7243 YT 76
43,F,549,En Couple,0,false,6113 ER 13
35,F,206,En Couple,2,true,8116 WT 52
81,M,1091,En Couple,3,false,5471 BC 14
28,M,507,En Couple,1,false,7954 JB 61
50,M,189,Célibataire,0,false,3450 QZ 21
47,M,800,En Couple,1,false,8012 PE 74
30,M,545,En Couple,1,true,5854 AW 86
24,M,478,Célibataire,0,false,6033 AO 46
43,M,572,En Couple,4,true,4894 MY 21
63,M,522,En Couple,3,false,8604 PT 25
21,M,177,En Couple,1,false,9579 MM 92
19,F,220,En Couple,2,true,7441 LF 15
76,M,505,En Couple,2,false,671 MN 35
51,M,195,En Couple,2,true,2527 KN 37
84,M,843,Célibataire,0,false,6332 WP 92
73,M,804,En Couple,0,false,4621 KG 12
36,M,901,Célibataire,0,false,8719 ZB 11
83,F,948,Célibataire,0,false,8702 PX 47
18,F,551,Célibataire,0,false,9984 NW 73
31,M,560,En Couple,1,false,6303 MW 16
56,F,535,Célibataire,0,false,4849 UK 32
59,M,203,Célibataire,0,false,438 WJ 41
35,M,412,Célibataire,0,false,7037 OR 45
18,M,1174,En Couple,3,false,4450 GW 38
31,M,209,En Couple,2,true,4184 LO 68
34,F,596,Célibataire,0,false,9839 QJ 80
21,M,481,Célibataire,0,false,2034 OW 37
50,F,230,Seule,1,false,1 TB 60
23,M,918,En Couple,4,false,5510 ZB 43
59,F,228,Célibataire,0,false,1957 PE 77
51,M,500,En Couple,1,false,9204 AB 35
74,M,502,En Couple,4,false,5269 LP 26
49,M,464,En Couple,0,false,2205 DG 36
34,M,489,En Couple,3,false,6882 LS 74
21,F,548,En Couple,0,true,2565 PE 62
57,F,468,Seule,3,false,3097 ON 65
29,M,191,En Couple,4,false,2000 ZE 17
30,M,1105,En Couple,0,false,3137 MY 77
32,M,1393,En Couple,2,false,3927 GO 55
81,F,223,En Couple,2,false,553 SW 27
41,F,782,Seule,2,false,7793 VA 98
30,M,1188,Célibataire,0,false,4044 BM 13
52,F,405,En Couple,0,false,3437 UK 63
49,F,215,En Couple,0,true,3678 UN 61
65,M,182,En Couple,2,true,1332 GY 25
19,M,204,Célibataire,0,false,4253 YA 65
71,M,156,Célibataire,0,false,5097 TI 67
64,F,837,Célibataire,0,false,1026 LG 92
32,M,213,En Couple,1,false,3242 JK 55
42,M,1147,Marié(e),0,false,3584 SX 13
57,M,471,Célibataire,0,false,2798 NJ 10
54,M,892,Célibataire,0,false,9729 WT 27
22,F,468,En Couple,1,false,6566 ZC 20
54,Féminin,486,En Couple,3,false,702 YB 10
58,M,552,Célibataire,0,false,9102 HV 48
46,M,559,En Couple,1,false,8357 HF 19
32,M,492,En Couple,2,true,6282 UJ 95
24,F,591,En Couple,2,true,7378 FC 59
58,F,1375,En Couple,0,false,1563 ZJ 13
22,M,455,Célibataire,0,false,9192 OD 82
53,M,519,Seule,2,false,1210 SI 28
83,M,171,Célibataire,0,false,6039 AM 43
78,M,768,Célibataire,0,false,7001 WT 75
31,Masculin,503,En Couple,0,false,725 RS 80
25,F,215,En Couple,1,false,6119 SB 18
53,F,554,En Couple,0,false,6695 LJ 79
42,M,839,En Couple,2,false,3034 LH 55
33,F,565,En Couple,0,true,8327 JS 60
39,F,223,En Couple,2,false,6867 ZN 98
55,M,1131,En Couple,1,true,5900 PV 64
58,F,566,En Couple,0,true,2639 EV 78
20,M,717,En Couple,1,false,6679 TT 33
55,M,451,En Couple,1,false,3619 DC 15
59,M,573,Célibataire,0,false,8482 II 59
28,F,474,Célibataire,0,false,5837 JL 62
18,M,462,Célibataire,0,false,8337 IL 81
54,M,930,En Couple,1,false,2311 EJ 75
49,F,430,En Couple,1,false,162 SP 89
21,M,557,En Couple,0,false,6757 GT 28
76,M,443,En Couple,2,false,5454 KV 59
43,F,560,En Couple,2,false,7491 IB 35
34,M,757,En Couple,1,false,6215 JZ 14
28,M,511,Célibataire,0,false,8377 TF 63
24,F,462,Célibataire,0,false,4778 FL 33
21,M,862,En Couple,2,false,7689 SS 41
42,M,539,Célibataire,0,false,5292 XQ 96
55,M,223,En Couple,1,false,5277 QO 17
34,M,201,En Couple,4,false,2751 RI 26
32,M,724,En Couple,3,false,8267 LA 65
33,M,920,En Couple,1,true,3611 DU 95
34,M,455,En Couple,1,false,3650 DQ 46
75,M,502,En Couple,1,true,3463 NP 68
44,M,182,Célibataire,0,false,2860 NQ 41
59,M,972,En Couple,2,false,5759 FP 37
73,M,238,En Couple,1,false,7244 AQ 19
80,M,1395,Célibataire,0,false,1213 EX 53
80,M,467,En Couple,4,false,6511 OQ 23
26,M,834,Célibataire,0,false,3842 KA 93
76,F,431,En Couple,4,false,3933 NI 53
55,M,1085,Célibataire,0,false,4555 PL 36
49,M,1281,Célibataire,0,false,7222 PT 33
84,M,564,Célibataire,0,false,1982 FQ 18
19,M,413,En Couple,1,false,4230 NI 56
19,M,525,En Couple,3,false,2844 QQ 47
30,M,467,En Couple,0,false,4243 KD 65
20,F,518,Célibataire,0,false,5263 VT 48
43,M,557,En Couple,3,true,3948 II 86
44,M,451,Célibataire,0,false,7754 FT 70
47,M,1023,En Couple,2,false,953 RN 15
52,M,178,Célibataire,0,false,5582 EY 35
68,M,1095,En Couple,4,true,5615 NG 15
23,M,1098,En Couple,0,false,1409 SD 74
30,M,558,Seule,3,false,5995 VL 47
58,F,499,En Couple,1,false,4406 JX 74
64,F,591,En Couple,3,false,2019 MF 76
23,F,1217,En Couple,1,false,2025 MU 29
54,F,1014,En Couple,2,false,458 LW 68
75,M,192,En Couple,4,false,3873 WU 43
45,F,204,En Couple,3,false,6411 KS 55
31,F,1319,En Couple,4,true,4063 PL 35
46,F,1357,En Couple,2,false,2266 BU 24
60,M,194,En Couple,1,false,2779 WR 18
37,M,522,En Couple,0,false,1720 AH 59
62,F,556,En Couple,0,false,6412 TZ 13
51,F,1093,Célibataire,0,false,2526 RU 10
20,M,463,En Couple,2,false,9774 ZF 92
29,M,823,En Couple,1,false,2718 BG 86
30,M,967,En Couple,1,false,3098 TU 42
28,Féminin,216,En Couple,4,true,8022 TK 51
39,M,551,En Couple,4,true,1875 PK 47
66,M,1104,En Couple,0,true,4894 SA 87
48,F,1109,Célibataire,0,false,4453 NT 34
46,M,569,En Couple,0,false,4439 YV 41
45,F,454,En Couple,2,true,134 QY 34
50,F,502,Célibataire,0,false,8779 QK 59
32,M,1162,Seule,2,false,7735 DA 40
75,F,712,Célibataire,0,false,9938 FV 27
78,M,510,Célibataire,0,false,1042 TZ 72
44,M,1294,En Couple,4,true,8953 GM 74
26,M,232,En Couple,2,true,4282 BE 24
56,M,1039,Célibataire,0,false,4698 YB 88
37,M,564,En Couple,1,false,3136 TS 10
61,M,551,En Couple,4,true,9912 FA 59
23,F,438,Célibataire,0,false,7786 CY 25
54,F,510,Célibataire,0,false,2337 RU 92
22,M,171,Célibataire,0,false,9915 GK 14
27,M,705,En Couple,1,false,2844 BF 65
29,M,507,En Couple,2,false,8671 JX 36
45,M,442,En Couple,3,false,3338 VC 48
34,M,579,En Couple,2,false,7629 SW 69
31,M,987,Seule,2,false,2439 RO 79
22,F,491,Célibataire,0,false,7493 UR 51
21,M,434,Célibataire,0,false,2824 BL 93
42,M,504,Seule,3,false,1010 HS 75
22,M,529,Seule,3,false,1756 PP 94
57,M,560,Célibataire,0,false,8871 DQ 85
57,M,1032,En Couple,3,false,7325 ES 42
76,F,1114,En Couple,2,false,4371 JB 51
78,M,487,En Couple,0,false,6798 YA 45
47,M,543,En Couple,1,true,302 KT 88
29,F,230,En Couple,1,true,4716 KJ 65
40,F,176,Célibataire,0,false,523 BO 35
23,M,1373,En Couple,1,false,2382 KM 74
48,M,459,En Couple,3,true,6774 CU 77
19,M,431,En Couple,2,false,6486 JJ 16
34,F,555,Célibataire,0,false,1909 JG 69
20,F,463,Célibataire,0,false,6703 SM 44
43,F,1071,En Couple,3,false,7321 NW 20
56,M,458,En Couple,0,false,3759 QY 21
60,M,407,En Couple,2,false,2939 LL 24
19,M,1288,En Couple,3,false,4084 MM 19
67,F,586,En Couple,1,false,1553 LF 56
76,F,593,En Couple,1,true,5464 AI 41
50,M,520,Célibataire,0,false,3416 NE 33
74,F,551,En Couple,1,true,7023 WU 13
46,M,736,En Couple,0,false,1433 NH 28
73,M,208,En Couple,1,false,2598 ZY 60
23,M,1254,En Couple,0,false,1014 AB 25
39,F,706,Célibataire,0,false,7107 WZ 75
74,M,959,En Couple,0,false,155 FM 53
65,M,430,En Couple,2,false,2569 HP 19
69,M,1366,En Couple,0,false,5471 AM 85
18,M,591,En Couple,4,false,2178 IM 53
22,M,531,En Couple,2,false,8626 JE 44
40,F,1275,En Couple,1,false,3045 KU 84
38,F,248,En Couple,3,false,3343 QE 74
68,M,1309,En Couple,0,false,9391 OW 75
53,M,1016,Célibataire,0,false,8761 BQ 79
63,M,564,En Couple,2,true,43 NV 76
71,F,551,Célibataire,0,false,2383 EA 56
73,F,521,Célibataire,0,false,7836 IQ 43
22,F,230,En Couple,2,false,5913 SZ 38
31,M,514,Célibataire,0,false,2576 FG 47
20,F,447,Seul,0,false,1770 HP 84
29,F,557,En Couple,1,false,5836 AM 71
41,F,544,En Couple,0,false,9726 DO 70
38,M,1315,Célibataire,0,false,8532 IV 24
84,M,593,En Couple,3,false,6923 GJ 93
83,F,468,En Couple,4,true,8545 PK 35
80,F,1126,Célibataire,0,false,7409 CV 63
74,F,568,En Couple,3,false,7690 GD 42
54,F,529,En Couple,1,false,6380 AB 12
38,M,570,Célibataire,0,false,6174 BH 21
37,M,228,Célibataire,0,false,9614 JF 90
24,M,547,En Couple,3,false,7558 WL 42
32,F,233,En Couple,3,true,7543 VL 72
75,F,222,Célibataire,0,false,5957 LT 87
48,F,569,En Couple,0,false,6879 IY 25
48,M,1261,En Couple,1,false,4201 SM 93
19,F,537,En Couple,3,false,9512 YH 64
62,F,846,Seule,2,false,6233 BK 86
63,M,423,En Couple,3,false,4478 CE 93
21,F,543,En Couple,0,true,9254 OK 91
55,M,527,En Couple,4,false,4712 ZV 90
29,F,233,Célibataire,0,false,8524 OP 32
47,M,531,Célibataire,0,false,3158 PJ 51
48,M,237,En Couple,2,false,4384 BN 93
21,M,445,Célibataire,0,false,5346 YC 71
34,M,426,Célibataire,0,false,8753 WV 34
36,F,777,En Couple,4,false,2577 ZE 61
28,M,430,Célibataire,0,false,6216 YL 39
41,M,195,En Couple,0,false,6561 NT 70
39,F,173,Célibataire,0,false,713 YP 33
38,M,530,Célibataire,0,false,3802 EY 92
29,M,1016,Seule,3,false,2002 XG 15
55,M,466,Célibataire,0,false,1471 XR 39
53,M,1074,En Couple,2,false,1113 MH 30
20,M,162,En Couple,3,false,3532 BW 21
64,F,159,Célibataire,0,false,32 BC 83
25,F,506,Célibataire,0,false,3527 KU 34
63,M,573,En Couple,0,false,178 JE 65
71,M,528,En Couple,3,false,5136 PR 63
58,F,412,En Couple,3,false,4196 VL 32
37,F,1272,En Couple,1,true,2242 VN 64
31,F,248,Célibataire,0,false,9095 OA 66
26,M,802,En Couple,4,true,2082 VJ 20
43,M,404,Seule,1,false,1106 JH 64
19,M,540,En Couple,1,false,9597 AH 58
26,M,905,Seule,1,false,8089 CK 34
24,M,487,En Couple,2,false,651 FN 18
36,M,?,?,2,false,2059 BI 96
64,M,244,En Couple,2,false,4128 IS 89
30,F,492,Seule,2,false,9309 JJ 46
63,M,428,Seule,3,false,2871 VT 65
76,M,195,Célibataire,0,false,914 EE 30
69,F,530,Célibataire,0,false,4439 UZ 91
54,M,595,En Couple,3,false,948 QM 13
43,M,437,En Couple,1,false,2160 HS 35
54,M,506,En Couple,1,false,5497 LP 27
81,F,457,En Couple,0,false,1084 LS 72
20,M,573,Célibataire,0,false,1312 YA 26
41,M,1331,Célibataire,0,false,8896 QJ 49
31,F,567,En Couple,0,false,275 IH 79
50,M,488,En Couple,2,false,6602 ZS 53
25,M,586,Célibataire,0,false,9333 LL 46
24,F,249,En Couple,4,false,8354 FA 42
23,F,1293,Marié(e),0,true,7603 BA 58
28,F,424,En Couple,2,false,971 EE 43
48,M,547,Célibataire,?,false,8389 VN 74
57,F,1191,Célibataire,0,false,6512 ZT 52
39,M,563,En Couple,3,false,875 NY 34
40,M,1370,En Couple,0,false,5833 CG 88
25,M,203,Célibataire,0,false,6241 TX 20
23,M,910,En Couple,3,true,9765 JU 84
43,M,195,Célibataire,0,false,6013 CN 65
78,F,183,En Couple,1,false,9296 BC 57
25,F,568,En Couple,1,true,8014 IS 79
82,M,511,En Couple,2,false,4924 IM 51
39,F,1217,En Couple,4,false,7260 KB 45
39,F,1319,Célibataire,0,false,2825 JS 58
38,F,550,En Couple,1,false,7772 GW 40
67,M,1214,En Couple,0,false,6542 KH 22
31,F,217,En Couple,2,false,4715 GU 13
41,M,599,Célibataire,0,false,3055 CX 77
82,M,183,En Couple,0,false,7344 BH 10
27,M,504,Célibataire,0,false,471 AY 15
19,M,214,En Couple,1,false,8572 YZ 61
21,M,201,Seule,2,false,781 FH 62
19,F,181,Célibataire,0,false,2586 YM 30
55,M,248,En Couple,2,false,2752 OC 35
25,Masculin,421,En Couple,1,false,8385 ZR 24
55,F,1286,En Couple,3,false,9197 ER 51
49,M,454,Seule,3,false,9327 RO 89
19,M,508,En Couple,1,false,8101 CI 94
28,M,443,En Couple,0,true,7101 NR 74
44,M,483,Célibataire,0,false,4409 VH 84
24,M,531,En Couple,4,false,63 SH 16
27,M,482,En Couple,3,false,9728 HO 46
23,M,422,En Couple,3,false,3395 EQ 27
77,M,876,En Couple,1,false,9533 CB 23
41,F,587,En Couple,1,false,2894 TT 34
23,M,457,En Couple,2,false,6699 AI 19
78,M,506,Célibataire,0,false,5636 PN 82
59,N/D,709,En Couple,1,false,1682 BY 86
76,M,1109,En Couple,4,false,5343 LP 50
84,F,598,En Couple,3,false,529 ZR 62
29,F,206,En Couple,0,false,8644 XA 62
25,F,1340,En Couple,1,false,4867 DP 21
24,F,745,Célibataire,0,false,3779 OO 14
76,M,462,En Couple,3,false,5372 NW 34
37,M,1037,Célibataire,0,false,7989 UO 92
76,F,505,En Couple,0,true,8427 GN 25
72,M,874,En Couple,3,false,3070 PG 22
40,M,492,Seule,3,false,5336 EG 11
38,M,411,Célibataire,0,false,6842 CP 76
52,F,596,En Couple,2,false,6388 JS 41
47,M,184,En Couple,1,false,7649 YN 74
18,F,483,En Couple,0,true,7933 CL 30
79,M,966,En Couple,4,false,8308 QJ 75
78,M,568,En Couple,4,false,7577 EZ 20
51,M,942,En Couple,1,true,1791 ED 48
22,M,881,En Couple,4,false,5127 AV 72
24,M,1160,En Couple,0,false,7239 SG 59
42,M,532,Célibataire,0,false,1811 RT 30
33,M,506,En Couple,2,true,1035 PW 73
49,F,850,Célibataire,0,false,9409 TR 73
33,M,594,En Couple,4,false,5461 UG 88
38,F,419,En Couple,2,false,2063 AB 49
50,F,207,Célibataire,0,false,6936 KV 52
22,M,169,En Couple,3,false,7237 JN 18
22,M,890,En Couple,0,false,5297 RL 72
22,M,497,En Couple,2,false,7845 OH 14
38,M,1370,En Couple,4,false,2823 ZE 97
40,F,493,En Couple,1,false,9805 VU 60
68,F,215,En Couple,2,false,5260 AC 45
35,M,879,En Couple,1,false,609 JH 45
55,F,877,Célibataire,0,false,2555 ZI 12
34,M,207,Célibataire,0,false,131 JD 46
21,F,592,En Couple,1,false,154 DF 61
44,M,561,En Couple,1,true,1053 QD 66
63,F,806,En Couple,0,false,1767 YR 85
32,F,1371,En Couple,1,false,8004 LB 29
23,F,479,En Couple,1,false,2221 LX 18
83,F,806,Célibataire,0,false,8116 IM 36
45,F,514,Seule,1,false,4605 HT 95
28,M,238,En Couple,1,false,6424 TO 93
18,M,526,Célibataire,0,false,791 DQ 73
48,F,232,En Couple,0,true,5984 MC 66
50,M,968,En Couple,4,false,2688 RY 72
66,M,462,Marié(e),2,true,4810 FT 74
84,M,501,En Couple,4,false,4699 LD 12
77,M,577,Seule,1,false,9755 CK 20
69,M,968,En Couple,4,true,1923 DN 77
70,M,457,En Couple,2,false,7813 PM 76
34,M,534,En Couple,0,false,4588 VO 85
51,F,408,Célibataire,0,false,5217 BX 10
37,M,220,En Couple,1,false,455 LR 67
38,F,1175,En Couple,0,false,9780 GY 87
81,M,423,En Couple,0,false,508 MC 15
50,M,230,En Couple,3,true,4251 ZQ 30
27,M,976,En Couple,0,false,495 SS 45
29,M,522,En Couple,3,true,960 ZU 44
41,F,167,Seule,3,false,8221 DT 94
24,F,505,En Couple,0,false,9508 LJ 86
31,M,1032,Célibataire,0,false,6414 BT 77
61,M,194,En Couple,1,false,2597 FO 77
25,M,1217,En Couple,0,false,7666 MM 22
23,M,426,Célibataire,0,false,871 IS 29
18,M,472,En Couple,4,false,6502 IT 13
73,M,193,En Couple,0,true,7180 GT 33
62,F,457,En Couple,1,false,14 WF 67
57,F,454,En Couple,2,false,7150 ZF 40
27,M,1078,En Couple,1,false,7082 KS 78
33,M,1369,En Couple,3,false,945 LO 86
29,F,715,En Couple,2,true,7395 JJ 39
60,M,151,Célibataire,0,false,1140 FT 63
29,M,578,Célibataire,0,false,1708 VQ 25
77,M,1206,En Couple,1,false,2126 NI 34
76,M,1103,Célibataire,0,false,4627 MW 44
77,M,243,En Couple,4,true,594 MP 13
49,M,540,Célibataire,0,false,1631 NX 68
47,F,471,En Couple,2,false,8461 OC 96
41,F,1186,En Couple,0,false,2369 KJ 83
25,M,1043,Seule,2,false,5893 NQ 17
47,M,227,En Couple,2,true,197 VV 42
49,M,506,En Couple,0,false,8345 AE 78
82,M,515,Célibataire,0,false,4735 BG 11
67,M,189,Célibataire,0,false,533 FV 27
52,M,186,Seule,2,false,9872 BD 69
78,M,1003,En Couple,1,true,4588 UU 96
81,M,401,En Couple,0,false,2625 MI 77
65,F,1222,Célibataire, ,false,830 XO 59
20,F,512,Célibataire,0,false,8532 PS 25
29,M,403,En Couple,2,false,3362 CS 68
52,F,232,En Couple,1,false,3976 UF 13
52,M,169,En Couple,3,false,4538 MQ 76
64,M,1059,En Couple,2,false,3507 PI 90
36,M,1228,En Couple,3,false,8163 RT 62
22,M,464,En Couple,1,false,1191 TO 25
32,F,418,En Couple,3,true,1060 ZS 55
32,M,402,Célibataire,0,false,4559 VJ 82
30,F,1099,En Couple,1,true,5099 OL 10
47,M,470,Célibataire,0,false,656 DJ 58
49,F,1350,Célibataire,0,false,1269 DI 61
39,F,1364,En Couple,3,true,699 HG 48
82,F,580,Célibataire,0,false,5605 KL 73
26,M,227,En Couple,4,false,199 NN 22
53,F,507,Célibataire,0,false,1306 UR 76
59,F,1040,En Couple,3,false,313 ZI 76
24,M,908,Célibataire,0,false,1067 LI 52
66,M,551,En Couple,3,false,6381 KG 43
50,M,992,En Couple,1,false,2075 QV 28
24,M,1162,En Couple,1,false,1083 LH 74
23,M,585,En Couple,1,true,6487 BB 65
47,M,170,En Couple,1,false,373 GJ 49
72,F,508,Célibataire,0,false,7940 ZO 36
67,F,435,Célibataire,0,false,3829 YN 18
31,F,169,Célibataire,0,false,2996 GW 95
40,F,547,En Couple,1,false,8017 JO 24
56,F,509,En Couple,2,false,5327 UN 82
46,M,156,En Couple,3,false,8697 IJ 57
22,M,439,Célibataire,0,false,3708 SZ 25
35,M,197,Célibataire,0,false,7221 WG 91
41,Homme,571,En Couple,2,false,1143 NE 85
40,M,577,En Couple,3,false,1288 IC 13
43,F,1212,Célibataire,0,false,4426 HG 85
23,F,410,Célibataire,0,false,4705 LD 44
24,M,532,En Couple,1,false,8150 HR 19
19,F,764,Célibataire,0,false,9927 AY 21
25,M,498,En Couple,4,false,5640 UI 50
50,M,484,Célibataire,0,false,7082 IK 69
33,M,541,En Couple,3,false,3478 MW 16
63,F,563,En Couple,2,true,4407 LH 34
27,M,459,Célibataire,0,false,5505 AP 54
19,M,451,Seule,3,false,9154 MU 34
76,F,529,En Couple,1,true,8307 BN 85
52,F,548,Célibataire,0,false,6554 DK 55
22,F,232,En Couple,2,false,4640 MK 58
42,M,500,En Couple,0,false,8122 AW 89
52,M,464,En Couple,3,true,9542 DN 18
63,F,488,Célibataire,0,false,8292 BQ 39
67,M,772,En Couple,3,true,7086 GE 82
66,M,489,En Couple,3,false,198 MX 28
43,M,463,En Couple,1,false,8762 TB 64
23,F,208,Célibataire,0,false,294 CG 97
59,F,560,En Couple,0,true,9287 VG 34
42,M,524,En Couple,0,true,5511 LI 43
53,M,1214,Célibataire,0,false,9194 XK 56
41,M,494,Célibataire,0,false,6180 XB 24
76,F,432,En Couple,3,false,6629 AS 55
83,M,189,Seule,3,false,7890 MH 54
26,?,401,En Couple,2,false,9696 WI 25
55,M,1281,En Couple,0,false,3247 HP 63
29,M,596,En Couple,1,false,1362 AD 44
38,F,153,En Couple,0,false,3575 HD 79
42,Homme,590,Seule,2,false,3751 MT 13
-1,M,432,En Couple,1,false,3003 KO 49
47,F,528,En Couple,1,false,2456 RT 85
24,M,489,En Couple,1,false,9033 IC 75
59,M,1364,En Couple,0,false,6969 PT 80
69,F,522,En Couple,2,false,7145 AH 44
28,M,581,En Couple,1,false,2772 VC 64
21,M,528,Célibataire,0,false,2940 AX 65
74,M,457,En Couple,2,false,9408 PJ 13
40,M,1146,En Couple,3,false,2061 XE 85
27,M,1031,Célibataire,0,false,9822 UU 65
33,M,466,En Couple,1,true,7825 IT 87
36,M,572,En Couple,0,false,3319 CJ 78
22,F,553,Célibataire,0,false,9448 CT 82
24,M,168,Célibataire,0,false,8977 IA 92
24,M,439,En Couple,2,false,5595 JZ 43
41,M,1310,En Couple,2,false,6329 NQ 87
54,F,583,En Couple,0,false,1470 WP 12
23,F,198,En Couple,4,false,6264 ZD 73
68,M,539,Célibataire,0,false,3421 TK 91
33,M,592,En Couple,2,false,6144 CD 34
50,Homme,226,Célibataire,0,false,7296 DC 76
40,F,783,En Couple,4,false,734 SE 42
36,F,848,Célibataire,0,false,1304 EL 64
24,F,175,En Couple,0,false,8615 OL 46
49,F,478,Célibataire,0,false,2897 WW 80
60,F,509,En Couple,1,false,1484 MX 80
31,M,581,Célibataire,0,false,4368 FH 96
50,F,540,En Couple,0,false,2472 MW 53
27,Homme,522,En Couple,4,false,2901 DE 44
47,M,472,Célibataire,0,false,5854 DJ 10
39,M,503,Célibataire,0,false,983 RH 68
83,M,413,En Couple,0,false,8045 DU 15
25,M,433,En Couple,2,false,9948 OT 82
77,M,476,En Couple,4,false,5566 YW 55
28,F,545,Célibataire,0,false,3616 MG 98
44,M,230,Célibataire,0,false,7810 AB 14
24,M,405,En Couple,1,false,1258 BM 71
